ID de la orden;Fecha de la compra;ID del cliente;Género del cliente;Edad del cliente;Categoría del producto;Nombre del producto;Precio del producto;Cantidad comprada;Total de la orden;Método de pago;Región de envío
17327;2025-05-03;1204;;;Zapatos;Sandalias;87.73;5;438.65;Tarjeta de crédito;Ciudad
17328;2025-08-13;2027;;;Camisetas;Camiseta básica;41.28;2;82.56;Efectivo;Sur
17329;2025-04-24;1223;;;Vestidos;Vestido casual;115.98;1;115.98;Efectivo;Ciudad
17330;2025-06-01;2812;;;Zapatos;Zapatillas deportivas;90.81;2;181.62;Tarjeta de crédito;Ciudad
17331;2025-01-20;1992;;;Accesorios;Bolso de mano;154.27;2;308.54;Tarjeta de crédito;Sur
17332;2025-01-16;2387;;;Accesorios;Bolso de mano;184.76;2;369.52;Tarjeta de débito;Oriente
17333;2025-06-11;1591;;;Chaquetas;Abrigo;54.73;4;218.92;Tarjeta de crédito;Occidente
17334;2025-02-12;1685;;;Vestidos;Vestido de verano;48.05;4;192.2;Contra entrega;Occidente
17335;2025-08-07;2339;;;Chaquetas;Chaqueta deportiva;85.38;4;341.52;Efectivo;Norte
17336;2025-05-25;2331;;;Camisetas;Camiseta deportiva;80.62;4;322.48;Tarjeta de crédito;Ciudad
17337;2025-03-19;1804;;;Zapatos;Sandalias;167.08;4;668.32;Tarjeta de crédito;Oriente
17338;2025-03-23;1971;;;Accesorios;Bolso de mano;104.91;1;104.91;Transferencia;Oriente
17339;2025-05-03;2631;;;Accesorios;Gorra;124.57;1;124.57;Transferencia;Oriente
17340;2025-07-19;1400;;;Camisetas;Camiseta básica;128.33;2;256.66;Efectivo;Ciudad
17341;2025-01-23;2207;;;Vestidos;Vestido de fiesta;61.92;5;309.6;Tarjeta de crédito;Ciudad
17342;2025-04-01;1334;;;Accesorios;Reloj;71.11;1;71.11;Tarjeta de débito;Norte
17343;2025-08-25;2008;;;Vestidos;Vestido casual;199.34;2;398.68;Efectivo;Norte
17344;2025-07-24;1969;;;Zapatos;Sandalias;116.93;5;584.65;Tarjeta de crédito;Sur
17345;2025-03-25;1314;;;Pantalones;Jogger;32.12;5;160.6;Efectivo;Sur
17346;2025-04-13;1868;;;Accesorios;Bolso de mano;119.99;4;479.96;Efectivo;Occidente
17347;2025-01-03;2935;;;Chaquetas;Chaqueta de cuero;130.45;1;130.45;Transferencia;Oriente
17348;2025-03-23;2163;;;Camisetas;Camiseta estampada;56.59;2;113.18;Contra entrega;Occidente
17349;2025-07-11;1396;;;Vestidos;Vestido de fiesta;49.35;2;98.7;Tarjeta de crédito;Oriente
17350;2025-03-08;1699;;;Pantalones;Pantalón formal;53.75;3;161.25;Efectivo;Ciudad
17351;2025-01-09;1232;;;Accesorios;Reloj;164.66;1;164.66;Tarjeta de débito;Ciudad
17352;2025-06-05;1147;;;Camisetas;Camiseta básica;140.34;5;701.7;Tarjeta de débito;Occidente
17353;2025-06-20;1084;;;Zapatos;Zapatos de vestir;126.9;5;634.5;Transferencia;Sur
17354;2025-02-23;2311;;;Accesorios;Bolso de mano;17.25;2;34.5;Tarjeta de crédito;Sur
17355;2025-06-19;2326;;;Vestidos;Vestido casual;76.96;4;307.84;Transferencia;Norte
17356;2025-08-25;1470;;;Chaquetas;Chaqueta deportiva;19.81;5;99.05;Contra entrega;Ciudad
17357;2025-08-09;2225;;;Pantalones;Pantalón formal;61.04;3;183.12;Transferencia;Sur
17358;2025-01-20;2571;;;Zapatos;Zapatillas deportivas;138.92;2;277.84;Transferencia;Oriente
17359;2025-08-12;2103;;;Vestidos;Vestido de verano;16.38;4;65.52;Tarjeta de crédito;Ciudad
17360;2025-07-23;1028;;;Camisetas;Camiseta básica;50.86;4;203.44;Contra entrega;Norte
17361;2025-07-18;1604;;;Pantalones;Pantalón formal;24.9;5;124.5;Contra entrega;Norte
17362;2025-04-11;2088;;;Camisetas;Camiseta básica;185.19;3;555.57;Transferencia;Ciudad
17363;2025-05-21;1701;;;Zapatos;Zapatillas deportivas;142.16;1;142.16;Transferencia;Occidente
17364;2025-01-24;1517;;;Camisetas;Camiseta estampada;121.75;3;365.25;Tarjeta de débito;Norte
17365;2025-04-12;2498;;;Chaquetas;Chaqueta de cuero;96.53;4;386.12;Tarjeta de débito;Sur
17366;2025-04-16;2659;;;Pantalones;Jeans slim;194.72;4;778.88;Tarjeta de crédito;Oriente
17367;2025-03-21;1063;;;Accesorios;Reloj;118.03;3;354.09;Tarjeta de crédito;Norte
17368;2025-01-15;2701;;;Pantalones;Jeans slim;93.51;3;280.53;Tarjeta de débito;Sur
17369;2025-02-27;2042;;;Chaquetas;Chaqueta de cuero;74.56;4;298.24;Contra entrega;Norte
17370;2025-01-06;1572;;;Camisetas;Camiseta básica;63.12;1;63.12;Efectivo;Norte
17371;2025-04-03;2295;;;Pantalones;Jeans slim;178.6;2;357.2;Efectivo;Norte
17372;2025-03-27;2156;;;Camisetas;Camiseta estampada;165.82;1;165.82;Tarjeta de débito;Norte
17373;2025-06-02;2886;;;Pantalones;Pantalón formal;96.93;5;484.65;Efectivo;Norte
17374;2025-07-04;1695;;;Chaquetas;Chaqueta deportiva;53.72;2;107.44;Contra entrega;Ciudad
17375;2025-06-27;1798;;;Zapatos;Zapatillas deportivas;63.37;5;316.85;Tarjeta de crédito;Sur
17376;2025-03-17;1794;;;Accesorios;Gorra;166.12;2;332.24;Tarjeta de crédito;Sur
17377;2025-04-08;1993;;;Vestidos;Vestido de verano;170.34;1;170.34;Tarjeta de crédito;Oriente
17378;2025-01-21;2137;;;Vestidos;Vestido casual;46.2;4;184.8;Contra entrega;Sur
17379;2025-06-08;2515;;;Camisetas;Camiseta deportiva;193.53;3;580.59;Transferencia;Ciudad
17380;2025-02-23;1716;;;Chaquetas;Abrigo;65.31;5;326.55;Tarjeta de crédito;Norte
17381;2025-05-09;1440;;;Chaquetas;Chaqueta de cuero;165.98;5;829.9;Transferencia;Ciudad
17382;2025-01-24;1558;;;Zapatos;Zapatos de vestir;79.17;4;316.68;Tarjeta de crédito;Ciudad
17383;2025-08-01;2643;;;Pantalones;Jeans slim;58.4;4;233.6;Contra entrega;Occidente
17384;2025-01-28;2015;;;Camisetas;Camiseta deportiva;163.31;1;163.31;Efectivo;Ciudad
17385;2025-08-06;2657;;;Pantalones;Jogger;171.53;4;686.12;Tarjeta de crédito;Ciudad
17386;2025-04-17;1427;;;Camisetas;Camiseta deportiva;135.73;4;542.92;Tarjeta de crédito;Occidente
17387;2025-02-23;2293;;;Camisetas;Camiseta estampada;30.33;3;90.99;Transferencia;Sur
17388;2025-08-26;2303;;;Chaquetas;Chaqueta deportiva;115.8;4;463.2;Tarjeta de crédito;Sur
17389;2025-07-25;1777;;;Chaquetas;Abrigo;75.5;1;75.5;Tarjeta de crédito;Norte
17390;2025-02-19;1257;;;Camisetas;Camiseta básica;116.59;4;466.36;Tarjeta de crédito;Occidente
17391;2025-05-09;2955;;;Camisetas;Camiseta básica;178.26;2;356.52;Tarjeta de crédito;Ciudad
17392;2025-08-10;1225;;;Vestidos;Vestido de fiesta;22.78;4;91.12;Tarjeta de crédito;Norte
17393;2025-06-27;1110;;;Chaquetas;Abrigo;140.92;5;704.6;Contra entrega;Sur
17394;2025-03-12;1536;;;Camisetas;Camiseta deportiva;155.9;2;311.8;Efectivo;Occidente
17395;2025-03-27;2926;;;Vestidos;Vestido de verano;178.26;2;356.52;Transferencia;Ciudad
17396;2025-07-02;2802;;;Chaquetas;Chaqueta deportiva;173.86;1;173.86;Transferencia;Occidente
17397;2025-02-19;1921;;;Chaquetas;Chaqueta de cuero;184.78;4;739.12;Tarjeta de crédito;Norte
17398;2025-08-04;1489;;;Chaquetas;Abrigo;140.73;3;422.19;Transferencia;Sur
17399;2025-05-11;1671;;;Pantalones;Jogger;34.73;5;173.65;Contra entrega;Sur
17400;2025-07-05;2784;;;Zapatos;Zapatillas deportivas;50.73;1;50.73;Tarjeta de crédito;Sur
17401;2025-06-12;2620;;;Camisetas;Camiseta básica;141.73;5;708.65;Transferencia;Norte
17402;2025-07-16;2745;;;Accesorios;Reloj;33.65;3;100.95;Transferencia;Oriente
17403;2025-08-20;2445;;;Chaquetas;Chaqueta deportiva;168.09;3;504.27;Efectivo;Oriente
17404;2025-04-13;2850;;;Camisetas;Camiseta básica;49.41;4;197.64;Tarjeta de crédito;Norte
17405;2025-06-14;1606;;;Vestidos;Vestido de verano;128.09;1;128.09;Tarjeta de crédito;Ciudad
17406;2025-06-24;1277;;;Accesorios;Gorra;67.76;2;135.52;Transferencia;Occidente
17407;2025-08-09;1110;;;Accesorios;Bolso de mano;173.12;1;173.12;Tarjeta de débito;Sur
17408;2025-03-02;2019;;;Vestidos;Vestido casual;58.22;1;58.22;Contra entrega;Ciudad
17409;2025-07-25;2625;;;Accesorios;Gorra;186.38;4;745.52;Transferencia;Occidente
17410;2025-01-10;1192;;;Vestidos;Vestido casual;185.68;2;371.36;Tarjeta de crédito;Oriente
17411;2025-04-28;1293;;;Vestidos;Vestido de fiesta;45.91;3;137.73;Tarjeta de crédito;Oriente
17412;2025-08-08;2361;;;Chaquetas;Chaqueta de cuero;56.39;3;169.17;Contra entrega;Sur
17413;2025-03-05;1913;;;Pantalones;Pantalón formal;172.89;3;518.67;Tarjeta de crédito;Ciudad
17414;2025-03-27;1709;;;Chaquetas;Abrigo;124.68;4;498.72;Tarjeta de crédito;Occidente
17415;2025-04-03;1746;;;Zapatos;Sandalias;26.57;1;26.57;Tarjeta de crédito;Ciudad
17416;2025-08-22;1328;;;Chaquetas;Abrigo;104.48;1;104.48;Tarjeta de crédito;Sur
17417;2025-05-09;1526;;;Pantalones;Pantalón formal;109.13;3;327.39;Tarjeta de crédito;Norte
17418;2025-05-03;2461;;;Accesorios;Gorra;78.35;2;156.7;Contra entrega;Oriente
17419;2025-01-16;2644;;;Chaquetas;Chaqueta deportiva;41.3;2;82.6;Tarjeta de débito;Oriente
17420;2025-07-24;2787;;;Chaquetas;Abrigo;152.98;1;152.98;Efectivo;Sur
17421;2025-04-03;2145;;;Accesorios;Bolso de mano;54.16;2;108.32;Tarjeta de débito;Ciudad
17422;2025-06-28;1193;;;Pantalones;Jeans slim;140.8;2;281.6;Tarjeta de crédito;Occidente
17423;2025-07-18;2399;;;Zapatos;Zapatos de vestir;158.21;4;632.84;Tarjeta de crédito;Oriente
17424;2025-03-20;2856;;;Accesorios;Gorra;154.07;4;616.28;Contra entrega;Oriente
17425;2025-08-28;2877;;;Zapatos;Zapatillas deportivas;139.15;5;695.75;Efectivo;Ciudad
17426;2025-06-01;2803;;;Pantalones;Jogger;47.07;5;235.35;Tarjeta de crédito;Sur
17427;2025-04-28;1573;;;Pantalones;Pantalón formal;149.37;2;298.74;Transferencia;Ciudad
17428;2025-08-08;2464;;;Pantalones;Jogger;190.94;5;954.7;Tarjeta de débito;Oriente
17429;2025-02-02;2876;;;Chaquetas;Chaqueta deportiva;189.01;3;567.03;Contra entrega;Norte
17430;2025-02-28;1004;;;Camisetas;Camiseta básica;64.84;5;324.2;Tarjeta de débito;Sur
17431;2025-01-28;1342;;;Zapatos;Zapatillas deportivas;131.76;3;395.28;Tarjeta de crédito;Oriente
17432;2025-06-25;1129;;;Accesorios;Bolso de mano;195.46;4;781.84;Tarjeta de débito;Sur
17433;2025-05-01;1659;;;Vestidos;Vestido de fiesta;30.76;3;92.28;Transferencia;Sur
17434;2025-01-28;2966;;;Chaquetas;Chaqueta deportiva;25.54;5;127.7;Tarjeta de crédito;Oriente
17435;2025-05-01;2531;;;Accesorios;Reloj;155.71;1;155.71;Efectivo;Oriente
17436;2025-01-05;1225;;;Pantalones;Jogger;43.43;5;217.15;Efectivo;Oriente
17437;2025-06-02;2653;;;Vestidos;Vestido casual;32.14;3;96.42;Contra entrega;Ciudad
17438;2025-04-07;1032;;;Chaquetas;Chaqueta deportiva;55.51;5;277.55;Contra entrega;Sur
17439;2025-04-10;1112;;;Vestidos;Vestido casual;176.85;2;353.7;Transferencia;Sur
17440;2025-01-17;2451;;;Camisetas;Camiseta estampada;107.21;2;214.42;Tarjeta de crédito;Sur
17441;2025-06-18;2924;;;Accesorios;Gorra;53.53;3;160.59;Tarjeta de crédito;Sur
17442;2025-01-27;1213;;;Chaquetas;Abrigo;105.66;2;211.32;Tarjeta de débito;Sur
17443;2025-06-25;2020;;;Pantalones;Jogger;68.46;2;136.92;Tarjeta de débito;Ciudad
17444;2025-02-02;2001;;;Vestidos;Vestido de fiesta;152.53;4;610.12;Efectivo;Norte
17445;2025-05-06;2326;;;Pantalones;Pantalón formal;153.97;1;153.97;Tarjeta de débito;Occidente
17446;2025-04-15;1908;;;Vestidos;Vestido casual;74.22;5;371.1;Tarjeta de crédito;Oriente
17447;2025-05-11;2754;;;Vestidos;Vestido de fiesta;177.36;4;709.44;Transferencia;Occidente
17448;2025-04-23;1330;;;Vestidos;Vestido casual;43.59;1;43.59;Efectivo;Oriente
17449;2025-03-22;2965;;;Zapatos;Zapatillas deportivas;174.5;5;872.5;Efectivo;Ciudad
17450;2025-03-25;1569;;;Zapatos;Zapatillas deportivas;12.91;3;38.73;Tarjeta de crédito;Oriente
17451;2025-07-19;2493;;;Pantalones;Jogger;58.76;2;117.52;Tarjeta de débito;Oriente
17452;2025-01-17;2001;;;Pantalones;Jogger;132.41;1;132.41;Tarjeta de débito;Oriente
17453;2025-05-09;2518;;;Accesorios;Bolso de mano;107.94;4;431.76;Tarjeta de débito;Oriente
17454;2025-04-14;1729;;;Chaquetas;Chaqueta de cuero;13.87;4;55.48;Contra entrega;Ciudad
17455;2025-05-10;2944;;;Chaquetas;Chaqueta deportiva;98.46;5;492.3;Tarjeta de crédito;Oriente
17456;2025-05-21;2706;;;Zapatos;Zapatillas deportivas;181.99;4;727.96;Transferencia;Norte
17457;2025-03-24;2984;;;Vestidos;Vestido casual;23.42;3;70.26;Transferencia;Ciudad
17458;2025-02-20;1961;;;Chaquetas;Chaqueta deportiva;129.49;5;647.45;Contra entrega;Norte
17459;2025-02-07;2708;;;Pantalones;Jogger;78.74;2;157.48;Transferencia;Norte
17460;2025-07-23;2359;;;Chaquetas;Chaqueta deportiva;118.01;5;590.05;Tarjeta de débito;Ciudad
17461;2025-01-05;1849;;;Zapatos;Zapatos de vestir;145.15;3;435.45;Transferencia;Norte
17462;2025-06-21;1368;;;Zapatos;Zapatillas deportivas;21.48;3;64.44;Tarjeta de crédito;Sur
17463;2025-01-15;1360;;;Camisetas;Camiseta estampada;38.74;5;193.7;Tarjeta de crédito;Norte
17464;2025-07-09;2087;;;Zapatos;Zapatos de vestir;77.56;2;155.12;Efectivo;Norte
17465;2025-02-21;2042;;;Accesorios;Reloj;156.89;2;313.78;Tarjeta de crédito;Sur
17466;2025-08-11;1826;;;Pantalones;Jogger;186.25;1;186.25;Transferencia;Occidente
17467;2025-04-12;1418;;;Accesorios;Reloj;38.83;4;155.32;Tarjeta de crédito;Sur
17468;2025-07-05;1047;;;Camisetas;Camiseta deportiva;133.12;1;133.12;Tarjeta de crédito;Occidente
17469;2025-07-16;1615;;;Camisetas;Camiseta deportiva;120.88;4;483.52;Contra entrega;Ciudad
17470;2025-06-02;2357;;;Camisetas;Camiseta deportiva;49.21;2;98.42;Tarjeta de débito;Ciudad
17471;2025-01-01;2012;;;Vestidos;Vestido de verano;137.23;5;686.15;Tarjeta de crédito;Oriente
17472;2025-01-24;2715;;;Accesorios;Bolso de mano;33.1;4;132.4;Contra entrega;Ciudad
17473;2025-07-20;2310;;;Accesorios;Gorra;75.34;3;226.02;Efectivo;Sur
17474;2025-06-10;2808;;;Accesorios;Gorra;103.95;4;415.8;Efectivo;Occidente
17475;2025-01-11;2795;;;Pantalones;Jeans slim;24.09;4;96.36;Contra entrega;Ciudad
17476;2025-02-04;1553;;;Zapatos;Sandalias;178.53;2;357.06;Tarjeta de crédito;Norte
17477;2025-06-20;2645;;;Accesorios;Reloj;186.6;2;373.2;Tarjeta de crédito;Ciudad
17478;2025-02-18;1149;;;Zapatos;Zapatillas deportivas;33.23;4;132.92;Transferencia;Oriente
17479;2025-02-03;1064;;;Chaquetas;Chaqueta de cuero;143.24;3;429.72;Transferencia;Oriente
17480;2025-06-24;1932;;;Zapatos;Sandalias;92.12;5;460.6;Transferencia;Oriente
17481;2025-05-09;2217;;;Zapatos;Zapatillas deportivas;164.13;2;328.26;Tarjeta de crédito;Oriente
17482;2025-03-09;2781;;;Accesorios;Gorra;170.96;4;683.84;Tarjeta de crédito;Occidente
17483;2025-06-11;1528;;;Pantalones;Jogger;19.63;4;78.52;Transferencia;Oriente
17484;2025-07-17;2028;;;Chaquetas;Chaqueta de cuero;56.97;5;284.85;Tarjeta de crédito;Ciudad
17485;2025-03-28;2163;;;Vestidos;Vestido de fiesta;149.14;1;149.14;Tarjeta de crédito;Sur
17486;2025-06-20;1361;;;Accesorios;Reloj;49.83;1;49.83;Efectivo;Oriente
17487;2025-05-24;1816;;;Zapatos;Sandalias;191.8;4;767.2;Tarjeta de crédito;Occidente
17488;2025-05-12;2685;;;Pantalones;Jeans slim;94.59;5;472.95;Transferencia;Occidente
17489;2025-02-01;2310;;;Chaquetas;Abrigo;49.91;4;199.64;Efectivo;Occidente
17490;2025-03-24;2213;;;Pantalones;Jeans slim;112.21;2;224.42;Transferencia;Oriente
17491;2025-06-20;2983;;;Accesorios;Gorra;163.12;5;815.6;Tarjeta de débito;Occidente
17492;2025-06-20;1136;;;Vestidos;Vestido casual;95.2;2;190.4;Tarjeta de crédito;Occidente
17493;2025-05-13;2798;;;Chaquetas;Chaqueta deportiva;110.95;4;443.8;Transferencia;Occidente
17494;2025-01-14;2509;;;Chaquetas;Chaqueta deportiva;39.67;3;119.01;Efectivo;Ciudad
17495;2025-08-13;1121;;;Accesorios;Gorra;93.67;4;374.68;Tarjeta de crédito;Oriente
17496;2025-06-04;1990;;;Camisetas;Camiseta estampada;186.71;4;746.84;Tarjeta de crédito;Ciudad
17497;2025-02-03;1468;;;Camisetas;Camiseta deportiva;71.08;5;355.4;Tarjeta de crédito;Norte
17498;2025-02-23;2788;;;Pantalones;Jogger;161.7;1;161.7;Efectivo;Ciudad
17499;2025-04-11;2744;;;Accesorios;Bolso de mano;83.21;1;83.21;Contra entrega;Oriente
17500;2025-06-03;2968;;;Pantalones;Pantalón formal;89.19;3;267.57;Tarjeta de crédito;Oriente
17501;2025-07-20;2691;;;Vestidos;Vestido de fiesta;180.66;4;722.64;Tarjeta de débito;Ciudad
17502;2025-02-08;2380;;;Chaquetas;Chaqueta deportiva;190.87;1;190.87;Tarjeta de crédito;Oriente
17503;2025-08-18;2725;;;Chaquetas;Chaqueta de cuero;64.69;2;129.38;Contra entrega;Ciudad
17504;2025-01-03;2472;;;Chaquetas;Chaqueta de cuero;179.35;4;717.4;Tarjeta de crédito;Norte
17505;2025-06-04;2683;;;Accesorios;Bolso de mano;73.94;3;221.82;Contra entrega;Norte
17506;2025-04-22;1224;;;Accesorios;Reloj;111.72;1;111.72;Tarjeta de crédito;Occidente
17507;2025-04-14;1783;;;Chaquetas;Chaqueta de cuero;69.02;4;276.08;Transferencia;Norte
17508;2025-05-06;1432;;;Camisetas;Camiseta deportiva;163.03;1;163.03;Tarjeta de crédito;Sur
17509;2025-06-12;1852;;;Chaquetas;Chaqueta deportiva;105.2;2;210.4;Contra entrega;Oriente
17510;2025-01-26;1615;;;Accesorios;Bolso de mano;71.13;4;284.52;Tarjeta de crédito;Sur
17511;2025-02-09;2996;;;Pantalones;Jogger;48.06;1;48.06;Contra entrega;Occidente
17512;2025-07-04;1695;;;Camisetas;Camiseta estampada;196.38;4;785.52;Contra entrega;Ciudad
17513;2025-06-05;2326;;;Accesorios;Reloj;102.1;4;408.4;Tarjeta de débito;Occidente
17514;2025-04-07;2159;;;Accesorios;Gorra;16.58;1;16.58;Tarjeta de crédito;Occidente
17515;2025-06-26;1222;;;Vestidos;Vestido de verano;114.65;4;458.6;Transferencia;Occidente
17516;2025-08-28;2519;;;Vestidos;Vestido casual;141.18;5;705.9;Tarjeta de crédito;Occidente
17517;2025-06-06;2118;;;Chaquetas;Chaqueta deportiva;58.45;4;233.8;Contra entrega;Oriente
17518;2025-02-21;1850;;;Pantalones;Jogger;62.18;1;62.18;Contra entrega;Sur
17519;2025-04-26;1137;;;Pantalones;Jogger;15.44;3;46.32;Transferencia;Norte
17520;2025-04-08;2537;;;Chaquetas;Chaqueta deportiva;17.14;4;68.56;Tarjeta de crédito;Sur
17521;2025-01-13;1514;;;Chaquetas;Chaqueta deportiva;119.42;2;238.84;Efectivo;Ciudad
17522;2025-02-19;2547;;;Vestidos;Vestido casual;106.87;2;213.74;Contra entrega;Oriente
17523;2025-04-06;2343;;;Vestidos;Vestido de verano;61.85;1;61.85;Tarjeta de crédito;Ciudad
17524;2025-06-09;2175;;;Accesorios;Bolso de mano;191.62;1;191.62;Contra entrega;Occidente
17525;2025-08-25;2798;;;Accesorios;Bolso de mano;14;3;42;Tarjeta de débito;Sur
17526;2025-07-21;1511;;;Pantalones;Jogger;188.18;4;752.72;Efectivo;Ciudad
17527;2025-04-27;2983;;;Pantalones;Pantalón formal;111.79;3;335.37;Transferencia;Ciudad
17528;2025-07-13;1058;;;Chaquetas;Chaqueta deportiva;113.06;1;113.06;Transferencia;Sur
17529;2025-03-20;2545;;;Zapatos;Zapatillas deportivas;30.19;2;60.38;Tarjeta de débito;Norte
17530;2025-01-26;2367;;;Accesorios;Gorra;55.42;3;166.26;Tarjeta de crédito;Ciudad
17531;2025-08-02;1326;;;Accesorios;Bolso de mano;13.98;1;13.98;Tarjeta de crédito;Norte
17532;2025-06-12;1165;;;Pantalones;Pantalón formal;199.85;3;599.55;Tarjeta de crédito;Ciudad
17533;2025-02-06;2137;;;Pantalones;Pantalón formal;67.52;2;135.04;Tarjeta de débito;Occidente
17534;2025-01-03;1127;;;Accesorios;Reloj;22.32;2;44.64;Tarjeta de débito;Oriente
17535;2025-04-21;1802;;;Chaquetas;Chaqueta deportiva;29.03;5;145.15;Transferencia;Occidente
17536;2025-02-06;2051;;;Pantalones;Jogger;163.97;4;655.88;Tarjeta de crédito;Norte
17537;2025-02-13;1492;;;Accesorios;Reloj;141.89;2;283.78;Tarjeta de débito;Sur
17538;2025-02-28;1462;;;Chaquetas;Chaqueta de cuero;102.81;2;205.62;Tarjeta de crédito;Occidente
17539;2025-03-13;2930;;;Zapatos;Zapatillas deportivas;34.72;4;138.88;Tarjeta de crédito;Occidente
17540;2025-01-26;1934;;;Pantalones;Jeans slim;124.02;2;248.04;Tarjeta de crédito;Sur
17541;2025-01-08;2062;;;Zapatos;Sandalias;142.47;2;284.94;Tarjeta de crédito;Norte
17542;2025-07-19;2718;;;Chaquetas;Chaqueta deportiva;21.1;2;42.2;Tarjeta de crédito;Occidente
17543;2025-06-15;1654;;;Vestidos;Vestido de fiesta;64.89;2;129.78;Contra entrega;Ciudad
17544;2025-01-26;1235;;;Accesorios;Gorra;26.17;2;52.34;Tarjeta de crédito;Norte
17545;2025-01-05;1543;;;Vestidos;Vestido de verano;37.63;5;188.15;Tarjeta de crédito;Occidente
17546;2025-03-23;1666;;;Chaquetas;Abrigo;32.45;1;32.45;Efectivo;Oriente
17547;2025-07-06;1614;;;Vestidos;Vestido casual;52.55;1;52.55;Tarjeta de débito;Ciudad
17548;2025-06-23;1755;;;Pantalones;Jogger;120.42;4;481.68;Contra entrega;Sur
17549;2025-08-17;2855;;;Vestidos;Vestido de verano;63.46;4;253.84;Tarjeta de crédito;Oriente
17550;2025-04-10;1921;;;Camisetas;Camiseta básica;192.88;4;771.52;Tarjeta de crédito;Sur
17551;2025-04-23;1434;;;Pantalones;Jeans slim;120.63;4;482.52;Efectivo;Sur
17552;2025-08-11;2143;;;Zapatos;Zapatos de vestir;196.66;3;589.98;Efectivo;Oriente
17553;2025-01-05;2273;;;Vestidos;Vestido casual;152;5;760;Tarjeta de crédito;Sur
17554;2025-05-15;1721;;;Chaquetas;Chaqueta de cuero;96.67;1;96.67;Tarjeta de crédito;Ciudad
17555;2025-07-07;1838;;;Chaquetas;Chaqueta deportiva;177.43;2;354.86;Transferencia;Ciudad
17556;2025-03-01;2188;;;Pantalones;Jogger;50.28;1;50.28;Tarjeta de crédito;Norte
17557;2025-05-03;2754;;;Camisetas;Camiseta básica;194.85;2;389.7;Tarjeta de crédito;Norte
17558;2025-03-18;1452;;;Zapatos;Zapatillas deportivas;92.53;4;370.12;Contra entrega;Oriente
17559;2025-08-26;2993;;;Accesorios;Reloj;94.15;3;282.45;Efectivo;Sur
17560;2025-02-11;1283;;;Vestidos;Vestido casual;34.58;3;103.74;Contra entrega;Oriente
17561;2025-02-28;2108;;;Accesorios;Gorra;10.63;1;10.63;Contra entrega;Ciudad
17562;2025-07-01;1104;;;Chaquetas;Chaqueta deportiva;136.89;4;547.56;Tarjeta de débito;Occidente
17563;2025-08-27;1136;;;Vestidos;Vestido de fiesta;147.55;3;442.65;Tarjeta de crédito;Norte
17564;2025-08-15;2863;;;Chaquetas;Abrigo;167.43;4;669.72;Transferencia;Occidente
17565;2025-01-25;2876;;;Vestidos;Vestido de fiesta;49.91;1;49.91;Tarjeta de débito;Sur
17566;2025-01-18;1363;;;Pantalones;Jogger;152.85;2;305.7;Efectivo;Occidente
17567;2025-04-20;1898;;;Chaquetas;Abrigo;96.48;5;482.4;Efectivo;Norte
17568;2025-03-01;2210;;;Vestidos;Vestido de fiesta;19.6;3;58.8;Transferencia;Norte
17569;2025-04-21;2444;;;Chaquetas;Chaqueta deportiva;143.02;2;286.04;Transferencia;Oriente
17570;2025-03-28;2493;;;Chaquetas;Chaqueta deportiva;145.41;1;145.41;Tarjeta de débito;Norte
17571;2025-03-11;1944;;;Chaquetas;Chaqueta deportiva;106.88;1;106.88;Tarjeta de crédito;Sur
17572;2025-08-23;2838;;;Zapatos;Sandalias;168.77;4;675.08;Transferencia;Oriente
17573;2025-07-02;2986;;;Accesorios;Reloj;70.17;4;280.68;Tarjeta de débito;Ciudad
17574;2025-07-17;1621;;;Vestidos;Vestido de verano;83.05;3;249.15;Tarjeta de débito;Ciudad
17575;2025-05-02;2505;;;Vestidos;Vestido de fiesta;62.79;3;188.37;Tarjeta de débito;Sur
17576;2025-06-17;2623;;;Vestidos;Vestido de verano;183.08;5;915.4;Tarjeta de crédito;Ciudad
17577;2025-06-28;2006;;;Pantalones;Jogger;29.97;4;119.88;Transferencia;Occidente
17578;2025-06-28;2972;;;Zapatos;Zapatillas deportivas;14.01;5;70.05;Tarjeta de crédito;Norte
17579;2025-07-10;2185;;;Pantalones;Pantalón formal;171.66;3;514.98;Efectivo;Norte
17580;2025-02-11;1317;;;Chaquetas;Chaqueta de cuero;58.56;5;292.8;Contra entrega;Ciudad
17581;2025-07-18;2303;;;Accesorios;Reloj;45.5;4;182;Contra entrega;Sur
17582;2025-06-06;2763;;;Vestidos;Vestido de verano;73.57;4;294.28;Tarjeta de débito;Norte
17583;2025-06-24;1324;;;Accesorios;Bolso de mano;116.64;1;116.64;Contra entrega;Sur
17584;2025-04-10;2139;;;Zapatos;Zapatillas deportivas;175.28;5;876.4;Tarjeta de crédito;Ciudad
17585;2025-01-06;2970;;;Camisetas;Camiseta deportiva;18.72;1;18.72;Efectivo;Sur
17586;2025-03-25;2096;;;Vestidos;Vestido de verano;97.75;1;97.75;Tarjeta de crédito;Norte
17587;2025-05-01;2633;;;Pantalones;Jogger;170.93;4;683.72;Tarjeta de crédito;Ciudad
17588;2025-08-07;1952;;;Chaquetas;Chaqueta de cuero;14.71;2;29.42;Tarjeta de crédito;Occidente
17589;2025-04-24;2361;;;Camisetas;Camiseta estampada;121.26;5;606.3;Tarjeta de crédito;Ciudad
